mouse_id,genotype,trial_key,trial_type,timepoint,analysis_window,duration_s,n_peaks,transient_freq_per_sec,transient_freq_per_min,mean_peak_amp_z,median_peak_amp_z,n_social_bouts,trial_SD,threshold_z
580,NE,W1__ID580_NE__3CT_FP9_3__3CT_W1_C3-Trial____12,Hab,W1,Social_interaction,15.780000000000005,6,0.38022813688212914,22.813688212927747,3.289936139226585,2.6879659911986113,4,0.933652835829447,1.867305671658894
580,NE,W2__ID580_NE__3CT_FP9_3__3CT_W2_C3-Trial____11,Hab,W2,Social_interaction,22.73999999999992,10,0.43975373790677375,26.385224274406426,2.606639269249483,2.3832288647828395,8,0.8567714969595295,1.713542993919059
588,NE,Preinduction__ID588_NE__3CT_FP0_3__3CT_Preinduction_C3-Trial_____1,Hab,Preinduction,Social_interaction,22.04700000000001,7,0.31750351521748976,19.050210913049387,3.6156341266258196,3.6944527627272987,5,0.9293160071879207,1.8586320143758415
588,NE,W1__ID588_NE__3CT_FP0_3__3CT_W1_C3-Trial_____1,Hab,W1,Social_interaction,59.52000000000001,9,0.15120967741935482,9.072580645161288,3.0043481038310174,2.584974872980161,6,0.9359780528074622,1.8719561056149243
588,NE,W2__ID588_NE__3CT_FP0_3__3CT_W2_C3-Trial_____1,Hab,W2,Social_interaction,36.6,7,0.1912568306010929,11.475409836065573,3.1731164518860067,3.2562709215339924,4,1.0028279244256284,2.005655848851257
590,NE,Preinduction__ID590_NE__3CT_FP3_3__3CT_Preinduction_C3-Trial_____5,Hab,Preinduction,Social_interaction,28.259999999999955,7,0.24769992922859205,14.861995753715522,2.3113348682397925,2.3245953837476576,7,1.0057814513869774,2.0115629027739548
590,NE,W1__ID590_NE__3CT_FP3_3__3CT_W1_C3-Trial_____5,Hab,W1,Social_interaction,43.27999999999999,12,0.2772643253234751,16.635859519408505,2.4023048872225097,2.3849707626029284,6,0.9048364882287209,1.8096729764574417
590,NE,W2__ID590_NE__3CT_FP3_3__3CT_W2_C3-Trial_____5,Hab,W2,Social_interaction,27.359999999999985,4,0.1461988304093568,8.771929824561408,2.2881027111540195,2.3188209304151846,5,0.9287160437785298,1.8574320875570596
533,NE,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,Novel,Preinduction,Social_interaction,11.540000000000003,9,0.7798960138648179,46.793760831889074,3.831328228951974,3.234247584569486,3,1.0183285883065416,2.036657176613083
533,NE,W1__ID533_NE__3CT_FP24_3__3CT_W1_C3-Trial____28,Novel,W1,Social_interaction,31.10000000000001,4,0.1286173633440514,7.717041800643084,3.2958639181959315,3.107310270364172,4,0.9758035640280444,1.9516071280560887
533,NE,W2__ID533_NE__3CT_FP20_3__3CT_W2_C3-Trial____22,Novel,W2,Social_interaction,27.36,11,0.402046783625731,24.12280701754386,2.8924077110592203,2.759327365156584,5,0.9449686998879144,1.8899373997758289
541,NE,Preinduction__ID541_NE__3CT_FP25_3__3CT_Preinduction_C3-Trial____27,Novel,Preinduction,Social_interaction,13.419999999999993,3,0.2235469448584204,13.412816691505224,3.2004459179425253,2.8798455622452086,5,0.9217296324954481,1.8434592649908963
541,NE,W1__ID541_NE__3CT_FP28_3__3CT_W1_C3-Trial____33,Novel,W1,Social_interaction,10.040000000000006,4,0.3984063745019918,23.904382470119508,2.903848882340419,2.3748368465415544,5,0.969382981985481,1.938765963970962
541,NE,W2__ID541_NE__3CT_FP23_3__3CT_W2_C3-Trial____25,Novel,W2,Social_interaction,59.439999999999955,8,0.13458950201884262,8.075370121130558,3.0037619005371425,3.0604033669442323,11,0.9180689000883018,1.8361378001766036
566,NE,Preinduction__ID566_NE__3CT_FP9_3__3CT_Preinduction_C3-Trial____11,Novel,Preinduction,Social_interaction,27.02000000000001,3,0.1110288675055514,6.661732050333084,2.590371953133612,2.659963623817281,5,1.0128442286461206,2.025688457292241
566,NE,W1__ID566_NE__3CT_FP8_3__3CT_W1_C3-Trial____11,Novel,W1,Social_interaction,97.30000000000001,6,0.06166495375128468,3.699897225077081,3.235714730398925,3.021057608300245,12,1.339188604637093,2.678377209274186
566,NE,W2__ID566_NE__3CT_FP8_3__3CT_W2_C3-Trial____10,Novel,W2,Social_interaction,26.25999999999999,3,0.11424219345011428,6.854531607006857,2.6457200340943845,2.5782820943193197,6,1.0711286433105076,2.142257286621015
580,NE,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,Novel,Preinduction,Social_interaction,45.50000000000003,14,0.3076923076923075,18.46153846153845,2.9729833239195456,3.053644846114828,5,0.9332940640458557,1.8665881280917114
580,NE,W1__ID580_NE__3CT_FP11_3__3CT_W1_C3-Trial____14,Novel,W1,Social_interaction,55.75999999999999,9,0.16140602582496416,9.684361549497849,2.402285528591145,2.36422063384876,9,0.9402802904629197,1.8805605809258394
580,NE,W2__ID580_NE__3CT_FP11_3__3CT_W2_C3-Trial____13,Novel,W2,Social_interaction,29.960000000000058,2,0.06675567423230962,4.005340453938577,2.7443971475509943,2.7443971475509943,9,0.9803687552890183,1.9607375105780367
588,NE,Preinduction__ID588_NE__3CT_FP2_3__3CT_Preinduction_C3-Trial_____4,Novel,Preinduction,Social_interaction,10.603999999999985,8,0.7544322897020003,45.265937382120015,3.3350748621253308,3.4114198003682654,3,0.9898831007600358,1.9797662015200717
588,NE,W1__ID588_NE__3CT_FP2_3__3CT_W1_C3-Trial_____4,Novel,W1,Social_interaction,18.759999999999987,6,0.3198294243070365,19.18976545842219,2.94404305831972,2.929178215595253,4,0.9903497488333499,1.9806994976666998
588,NE,W2__ID588_NE__3CT_FP2_3__3CT_W2_C3-Trial_____4,Novel,W2,Social_interaction,40.920000000000016,12,0.2932551319648093,17.595307917888558,2.7375986022011625,2.7783397973126256,6,0.9779287795038201,1.9558575590076401
590,NE,Preinduction__ID590_NE__3CT_FP5_3__3CT_Preinduction_C3-Trial_____7,Novel,Preinduction,Social_interaction,24.639999999999986,5,0.20292207792207803,12.175324675324681,2.3640481670931335,2.115244888803322,6,0.9396672176643066,1.8793344353286132
590,NE,W2__ID590_NE__3CT_FP5_3__3CT_W2_C3-Trial_____7,Novel,W2,Social_interaction,32.319999999999965,8,0.2475247524752478,14.851485148514868,2.7631823727501246,2.5855418657851468,8,0.9584992811449683,1.9169985622899366
533,NE,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,Social,Preinduction,Social_interaction,9.66,6,0.6211180124223602,37.26708074534161,4.1155744948259905,3.9812522342904564,2,0.9473259949399643,1.8946519898799286
533,NE,W1__ID533_NE__3CT_FP23_3__3CT_W1_C3-Trial____27,Social,W1,Social_interaction,34.84000000000003,15,0.4305396096440869,25.832376578645214,3.6314439981670925,3.60343498244408,8,1.0227270581417174,2.0454541162834348
533,NE,W2__ID533_NE__3CT_FP19_3__3CT_W2_C3-Trial____21,Social,W2,Social_interaction,76.04000000000002,16,0.2104155707522356,12.624934245134137,2.785304046282269,2.3938180106008597,8,0.887650926352291,1.775301852704582
541,NE,Preinduction__ID541_NE__3CT_FP24_3__3CT_Preinduction_C3-Trial____26,Social,Preinduction,Social_interaction,45.699999999999996,11,0.24070021881838077,14.442013129102847,2.718881016318038,2.3696781660830304,10,0.9511507701998765,1.902301540399753
541,NE,W1__ID541_NE__3CT_FP26_3__3CT_W1_C3-Trial____31,Social,W1,Social_interaction,49.92,14,0.28044871794871795,16.826923076923077,3.596382424397595,3.546121815209456,8,1.0079858740913026,2.015971748182605
541,NE,W2__ID541_NE__3CT_FP22_3__3CT_W2_C3-Trial____24,Social,W2,Social_interaction,42.18000000000001,14,0.3319108582266476,19.914651493598857,2.9733278853778833,2.6327040885060446,11,0.9738307175615976,1.9476614351231951
566,NE,Preinduction__ID566_NE__3CT_FP8_3__3CT_Preinduction_C3-Trial____10,Social,Preinduction,Social_interaction,104.59999999999994,28,0.26768642447418756,16.061185468451253,2.8508090087729374,2.5035078974635008,17,1.0073824625862298,2.0147649251724595
566,NE,W1__ID566_NE__3CT_FP7_3__3CT_W1_C3-Trial____10,Social,W1,Social_interaction,111.56,17,0.152384367156687,9.14306202940122,2.755143879710592,2.1633529123262267,9,0.9720366450238961,1.9440732900477922
566,NE,W2__ID566_NE__3CT_FP7_3__3CT_W2_C3-Trial_____9,Social,W2,Social_interaction,87.96000000000001,15,0.1705320600272851,10.231923601637106,2.6207426133229657,2.384512172619413,7,0.9691093598599928,1.9382187197199856
580,NE,Preinduction__ID580_NE__3CT_FP11_3__3CT_Preinduction_C3-Trial____13,Social,Preinduction,Social_interaction,71.95999999999997,24,0.3335186214563648,20.011117287381886,2.8014958993535113,2.6054757597142695,9,0.9110980737500491,1.8221961475000983
580,NE,W1__ID580_NE__3CT_FP10_3__3CT_W1_C3-Trial____13,Social,W1,Social_interaction,55.93999999999998,21,0.375402216660708,22.52413299964248,2.675852906155597,2.5883343066785534,7,0.9345371880668973,1.8690743761337947
580,NE,W2__ID580_NE__3CT_FP10_3__3CT_W2_C3-Trial____12,Social,W2,Social_interaction,59.82000000000005,15,0.2507522567703107,15.045135406218643,2.785192936542528,2.5452684543099764,10,0.9344388021459245,1.868877604291849
588,NE,Preinduction__ID588_NE__3CT_FP1_3__3CT_Preinduction_C3-Trial_____3,Social,Preinduction,Social_interaction,26.509000000000015,9,0.33950733713078557,20.370440227847133,3.597860751028765,3.134324170699001,3,0.9190635134547634,1.838127026909527
588,NE,W1__ID588_NE__3CT_FP1_3__3CT_W1_C3-Trial_____3,Social,W1,Social_interaction,27.900000000000034,9,0.3225806451612899,19.354838709677395,3.211193438751829,3.1792834261287135,4,1.0028174980161895,2.005634996032379
588,NE,W2__ID588_NE__3CT_FP1_3__3CT_W2_C3-Trial_____3,Social,W2,Social_interaction,36.27999999999997,15,0.4134509371554579,24.807056229327472,3.436686818158211,3.066878001979112,5,0.9737589651911404,1.9475179303822807
590,NE,Preinduction__ID590_NE__3CT_FP4_3__3CT_Preinduction_C3-Trial_____6,Social,Preinduction,Social_interaction,48.55999999999992,11,0.22652388797364123,13.591433278418474,2.6571026138148452,2.1601014743556965,5,0.9264722304535247,1.8529444609070493
590,NE,W1__ID590_NE__3CT_FP4_3__3CT_W1_C3-Trial_____6,Social,W1,Social_interaction,117.38,24,0.20446413358323395,12.267848014994037,3.1523968454009528,2.9654210322501307,8,0.9397871877227012,1.8795743754454024
590,NE,W2__ID590_NE__3CT_FP4_3__3CT_W2_C3-Trial_____6,Social,W2,Social_interaction,56.80000000000001,18,0.31690140845070414,19.01408450704225,2.718541890279539,2.5616679580548753,6,0.9099494873200248,1.8198989746400496
